parent_name,year,fuel_category,attributed_co2
LOWER COLORADO RIVER AUTHORITY,2013,Coal,7593041.2178
LOWER COLORADO RIVER AUTHORITY,2013,Natural Gas,919307.3283099999
LOWER COLORADO RIVER AUTHORITY,2013,Oil,36.7086
LOWER COLORADO RIVER AUTHORITY,2014,Coal,6959931.37583
LOWER COLORADO RIVER AUTHORITY,2014,Natural Gas,1354127.66288
LOWER COLORADO RIVER AUTHORITY,2014,Oil,40.0688
LOWER COLORADO RIVER AUTHORITY,2015,Coal,6273997.05312
LOWER COLORADO RIVER AUTHORITY,2015,Natural Gas,2029853.29867
LOWER COLORADO RIVER AUTHORITY,2015,Oil,48.1206
LOWER COLORADO RIVER AUTHORITY,2016,Coal,7366536.507920001
LOWER COLORADO RIVER AUTHORITY,2016,Natural Gas,2070939.51001
LOWER COLORADO RIVER AUTHORITY,2016,Oil,76.5872
LOWER COLORADO RIVER AUTHORITY,2017,Coal,8155484.21639
LOWER COLORADO RIVER AUTHORITY,2017,Natural Gas,1911707.60004
LOWER COLORADO RIVER AUTHORITY,2017,Oil,67.2674
LOWER COLORADO RIVER AUTHORITY,2018,Coal,7542762.13695
LOWER COLORADO RIVER AUTHORITY,2018,Natural Gas,1897259.1665100001
LOWER COLORADO RIVER AUTHORITY,2018,Oil,33.0314
LOWER COLORADO RIVER AUTHORITY,2019,Coal,7040464.8306
LOWER COLORADO RIVER AUTHORITY,2019,Natural Gas,2045956.5614800001
LOWER COLORADO RIVER AUTHORITY,2019,Oil,0.0
LOWER COLORADO RIVER AUTHORITY,2020,Coal,6392811.05532
LOWER COLORADO RIVER AUTHORITY,2020,Natural Gas,2192620.5548799997
LOWER COLORADO RIVER AUTHORITY,2020,Oil,0.0
LOWER COLORADO RIVER AUTHORITY,2021,Coal,7510535.4127
LOWER COLORADO RIVER AUTHORITY,2021,Natural Gas,1997326.9362899999
LOWER COLORADO RIVER AUTHORITY,2021,Oil,7.4178
LOWER COLORADO RIVER AUTHORITY,2022,Coal,7102338.44922
LOWER COLORADO RIVER AUTHORITY,2022,Natural Gas,2249779.7262299997
LOWER COLORADO RIVER AUTHORITY,2022,Oil,4.8184
LOWER COLORADO RIVER AUTHORITY,2023,Coal,5700899.22306
LOWER COLORADO RIVER AUTHORITY,2023,Natural Gas,2679490.71306
LOWER COLORADO RIVER AUTHORITY,2023,Oil,10.841400000000002
"LS Power Development, LLC",2011,Natural Gas,4216735.8
"LS Power Development, LLC",2012,Natural Gas,5684413.2
"LS Power Development, LLC",2013,Natural Gas,5321641.3
"LS Power Development, LLC",2014,Natural Gas,6270193.6
"LS Power Development, LLC",2014,Oil,143.9
"LS Power Development, LLC",2015,Natural Gas,8340681.2
"LS Power Development, LLC",2015,Oil,24791.399999999998
"LS Power Development, LLC",2016,Natural Gas,9476065.0
"LS Power Development, LLC",2016,Oil,25062.0
"LS Power Development, LLC",2017,Natural Gas,8070991.8
"LS Power Development, LLC",2017,Oil,8.8
"LS Power Development, LLC",2018,Natural Gas,8914069.4
"LS Power Development, LLC",2018,Oil,22.1
"LS Power Development, LLC",2019,Natural Gas,9334126.7
"LS Power Development, LLC",2019,Oil,43000.0
"LS Power Development, LLC",2020,Natural Gas,8831396.8
"LS Power Development, LLC",2020,Oil,20.9
"LS Power Development, LLC",2021,Natural Gas,8617849.3
"LS Power Development, LLC",2021,Oil,18648.7
"LS Power Development, LLC",2022,Natural Gas,9796567.7
"LS Power Development, LLC",2022,Oil,30042.399999999998
"LS Power Development, LLC",2023,Natural Gas,10818513.0
MARATHON PETROLEUM CORP,2011,Natural Gas,665271.0
MARATHON PETROLEUM CORP,2011,Oil,542.0
MARATHON PETROLEUM CORP,2011,Other,5224052.2
MARATHON PETROLEUM CORP,2012,Natural Gas,653230.7
MARATHON PETROLEUM CORP,2012,Oil,451.4
MARATHON PETROLEUM CORP,2012,Other,5517595.1
MARATHON PETROLEUM CORP,2013,Natural Gas,3410828.1
MARATHON PETROLEUM CORP,2013,Oil,1755.0
MARATHON PETROLEUM CORP,2013,Other,2112965.9
MARATHON PETROLEUM CORP,2014,Natural Gas,3679178.6
MARATHON PETROLEUM CORP,2014,Oil,1998.3
MARATHON PETROLEUM CORP,2014,Other,1888232.2999999998
MARATHON PETROLEUM CORP,2015,Natural Gas,3573568.3
MARATHON PETROLEUM CORP,2015,Oil,1971.1
MARATHON PETROLEUM CORP,2015,Other,2125216.4
MARATHON PETROLEUM CORP,2016,Natural Gas,767358.9
MARATHON PETROLEUM CORP,2016,Oil,1998.3
MARATHON PETROLEUM CORP,2016,Other,5008755.4
MARATHON PETROLEUM CORP,2017,Natural Gas,3657995.2
MARATHON PETROLEUM CORP,2017,Oil,1222.9
MARATHON PETROLEUM CORP,2017,Other,1995319.5
MARATHON PETROLEUM CORP,2018,Natural Gas,3236796.9
MARATHON PETROLEUM CORP,2018,Oil,2048.0
MARATHON PETROLEUM CORP,2018,Other,1829817.6
MARATHON PETROLEUM CORP,2019,Natural Gas,875369.1
MARATHON PETROLEUM CORP,2019,Oil,2579.6
MARATHON PETROLEUM CORP,2019,Other,4911173.6
MARATHON PETROLEUM CORP,2020,Natural Gas,2466653.3
MARATHON PETROLEUM CORP,2020,Oil,2710.7000000000003
MARATHON PETROLEUM CORP,2020,Other,2291923.6
MARATHON PETROLEUM CORP,2021,Natural Gas,3497120.7
MARATHON PETROLEUM CORP,2021,Oil,4060.2999999999997
MARATHON PETROLEUM CORP,2021,Other,1484488.5
MARATHON PETROLEUM CORP,2022,Natural Gas,3433655.1
MARATHON PETROLEUM CORP,2022,Oil,4331.3
MARATHON PETROLEUM CORP,2022,Other,1950519.2999999998
MARATHON PETROLEUM CORP,2023,Natural Gas,3287700.9
MARATHON PETROLEUM CORP,2023,Oil,4749.4
MARATHON PETROLEUM CORP,2023,Other,1441259.0999999999
NEBRASKA PUBLIC POWER DISTRICT,2011,Coal,10795450.9
NEBRASKA PUBLIC POWER DISTRICT,2011,Natural Gas,65439.5
NEBRASKA PUBLIC POWER DISTRICT,2011,Oil,854.3
NEBRASKA PUBLIC POWER DISTRICT,2012,Coal,9660457.1
NEBRASKA PUBLIC POWER DISTRICT,2012,Natural Gas,172266.5
NEBRASKA PUBLIC POWER DISTRICT,2012,Oil,58.8
NEBRASKA PUBLIC POWER DISTRICT,2013,Coal,10478076.899999999
NEBRASKA PUBLIC POWER DISTRICT,2013,Natural Gas,66650.2
NEBRASKA PUBLIC POWER DISTRICT,2013,Oil,156.9
NEBRASKA PUBLIC POWER DISTRICT,2014,Coal,9785221.4
NEBRASKA PUBLIC POWER DISTRICT,2014,Natural Gas,92323.7
NEBRASKA PUBLIC POWER DISTRICT,2014,Oil,266.20000000000005
NEBRASKA PUBLIC POWER DISTRICT,2015,Coal,9383977.2
NEBRASKA PUBLIC POWER DISTRICT,2015,Natural Gas,95650.90000000001
NEBRASKA PUBLIC POWER DISTRICT,2015,Oil,114.1
NEBRASKA PUBLIC POWER DISTRICT,2016,Coal,8084491.3
NEBRASKA PUBLIC POWER DISTRICT,2016,Natural Gas,132153.4
NEBRASKA PUBLIC POWER DISTRICT,2016,Oil,149.8
NEBRASKA PUBLIC POWER DISTRICT,2017,Coal,8233399.3
NEBRASKA PUBLIC POWER DISTRICT,2017,Natural Gas,137509.4
NEBRASKA PUBLIC POWER DISTRICT,2017,Oil,148.2
NEBRASKA PUBLIC POWER DISTRICT,2018,Coal,9356560.3
NEBRASKA PUBLIC POWER DISTRICT,2018,Natural Gas,213531.0
NEBRASKA PUBLIC POWER DISTRICT,2018,Oil,1619.3999999999999
NEBRASKA PUBLIC POWER DISTRICT,2019,Coal,8742996.4
NEBRASKA PUBLIC POWER DISTRICT,2019,Natural Gas,315055.30000000005
NEBRASKA PUBLIC POWER DISTRICT,2019,Oil,202.5
NEBRASKA PUBLIC POWER DISTRICT,2020,Coal,7177547.7
NEBRASKA PUBLIC POWER DISTRICT,2020,Natural Gas,345194.7
NEBRASKA PUBLIC POWER DISTRICT,2020,Oil,1226.1
NEBRASKA PUBLIC POWER DISTRICT,2021,Coal,7559323.0
NEBRASKA PUBLIC POWER DISTRICT,2021,Natural Gas,250108.4
NEBRASKA PUBLIC POWER DISTRICT,2021,Oil,2733.5
NEBRASKA PUBLIC POWER DISTRICT,2022,Coal,8195656.3
NEBRASKA PUBLIC POWER DISTRICT,2022,Natural Gas,212034.4
NEBRASKA PUBLIC POWER DISTRICT,2022,Oil,2177.2
NEBRASKA PUBLIC POWER DISTRICT,2023,Coal,7971296.0
NEBRASKA PUBLIC POWER DISTRICT,2023,Natural Gas,296190.0
NEBRASKA PUBLIC POWER DISTRICT,2023,Oil,2869.9
NEXTERA ENERGY INC,2011,Coal,8373848.338609999
NEXTERA ENERGY INC,2011,Natural Gas,33718057.675
NEXTERA ENERGY INC,2011,Oil,469648.5
NEXTERA ENERGY INC,2012,Coal,6329699.83891
NEXTERA ENERGY INC,2012,Natural Gas,35948272.175
NEXTERA ENERGY INC,2012,Oil,725899.2000000001
NEXTERA ENERGY INC,2013,Coal,6667548.07751
NEXTERA ENERGY INC,2013,Natural Gas,32740688.35
NEXTERA ENERGY INC,2013,Oil,213880.64165
NEXTERA ENERGY INC,2014,Coal,7487554.47691
NEXTERA ENERGY INC,2014,Natural Gas,34347276.075
NEXTERA ENERGY INC,2014,Oil,236909.43331999998
NEXTERA ENERGY INC,2015,Coal,5444779.4776
NEXTERA ENERGY INC,2015,Natural Gas,38330347.275
NEXTERA ENERGY INC,2015,Oil,590541.82499
NEXTERA ENERGY INC,2016,Coal,5228229.3376
NEXTERA ENERGY INC,2016,Natural Gas,36466141.35
NEXTERA ENERGY INC,2016,Oil,545335.60833
NEXTERA ENERGY INC,2017,Coal,5355752.7548
NEXTERA ENERGY INC,2017,Natural Gas,36959569.95
NEXTERA ENERGY INC,2017,Oil,112020.6
NEXTERA ENERGY INC,2018,Coal,5213796.15436
NEXTERA ENERGY INC,2018,Natural Gas,37708769.125
NEXTERA ENERGY INC,2018,Oil,239441.4
NEXTERA ENERGY INC,2019,Coal,4529831.05442
NEXTERA ENERGY INC,2019,Natural Gas,37697187.75
NEXTERA ENERGY INC,2019,Oil,25861.6
NEXTERA ENERGY INC,2020,Coal,2315208.53082
NEXTERA ENERGY INC,2020,Natural Gas,38727195.525
NEXTERA ENERGY INC,2020,Oil,27125.17497
NEXTERA ENERGY INC,2021,Coal,1558561.13847
NEXTERA ENERGY INC,2021,Natural Gas,38024377.375
NEXTERA ENERGY INC,2021,Oil,23112.7
NEXTERA ENERGY INC,2022,Coal,1445870.70278
NEXTERA ENERGY INC,2022,Natural Gas,39027396.65
NEXTERA ENERGY INC,2022,Oil,438811.2
NEXTERA ENERGY INC,2023,Coal,1080237.77767
NEXTERA ENERGY INC,2023,Natural Gas,41124381.8
NEXTERA ENERGY INC,2023,Oil,53191.5
NRG ENERGY INC,2011,Coal,54334569.0
NRG ENERGY INC,2011,Natural Gas,4201476.85
NRG ENERGY INC,2011,Oil,5372.900000000001
NRG ENERGY INC,2012,Coal,45264128.6
NRG ENERGY INC,2012,Natural Gas,4122721.75
NRG ENERGY INC,2012,Oil,5848.7
NRG ENERGY INC,2013,Coal,49827592.5
NRG ENERGY INC,2013,Natural Gas,3681308.225
NRG ENERGY INC,2013,Oil,4824.1955
NRG ENERGY INC,2014,Coal,46843515.89
NRG ENERGY INC,2014,Natural Gas,3562019.9726
NRG ENERGY INC,2014,Oil,32288.5
NRG ENERGY INC,2015,Coal,39513139.6
NRG ENERGY INC,2015,Natural Gas,4524195.5493
NRG ENERGY INC,2015,Oil,2741.8
NRG ENERGY INC,2016,Coal,30866488.3
NRG ENERGY INC,2016,Natural Gas,3565923.4155
NRG ENERGY INC,2016,Oil,1606.0
NRG ENERGY INC,2017,Coal,32328264.4
NRG ENERGY INC,2017,Natural Gas,2998342.9444
NRG ENERGY INC,2017,Oil,1605.4
NRG ENERGY INC,2018,Coal,30706725.0
NRG ENERGY INC,2018,Natural Gas,3118269.874
NRG ENERGY INC,2018,Oil,3186.3999999999996
NRG ENERGY INC,2019,Coal,25103038.8
NRG ENERGY INC,2019,Natural Gas,4357778.1753
NRG ENERGY INC,2019,Oil,1144.2
NRG ENERGY INC,2020,Coal,17944853.2
NRG ENERGY INC,2020,Natural Gas,3722391.2139
NRG ENERGY INC,2020,Oil,2049.1
NRG ENERGY INC,2021,Coal,24631498.7
NRG ENERGY INC,2021,Natural Gas,4564052.6376
NRG ENERGY INC,2021,Oil,1581.1
NRG ENERGY INC,2022,Coal,26301129.2
NRG ENERGY INC,2022,Natural Gas,4380874.049
NRG ENERGY INC,2022,Oil,6212.5
NRG ENERGY INC,2023,Coal,17391559.8
NRG ENERGY INC,2023,Natural Gas,4193976.6105
NRG ENERGY INC,2023,Oil,3375.0
OGE ENERGY CORP,2011,Coal,17535965.2
OGE ENERGY CORP,2011,Natural Gas,5392793.026
OGE ENERGY CORP,2011,Oil,0.0
OGE ENERGY CORP,2012,Coal,16495169.2
OGE ENERGY CORP,2012,Natural Gas,5558292.714
OGE ENERGY CORP,2012,Oil,12.4
OGE ENERGY CORP,2013,Coal,15102365.200000001
OGE ENERGY CORP,2013,Natural Gas,4903893.634
OGE ENERGY CORP,2013,Oil,5.0
OGE ENERGY CORP,2014,Coal,16147729.0
OGE ENERGY CORP,2014,Natural Gas,3471834.173
OGE ENERGY CORP,2014,Oil,168.5
OGE ENERGY CORP,2015,Coal,12879169.5
OGE ENERGY CORP,2015,Natural Gas,4157097.005
OGE ENERGY CORP,2015,Oil,2549.0
OGE ENERGY CORP,2016,Coal,13351250.6
OGE ENERGY CORP,2016,Natural Gas,4552185.415
OGE ENERGY CORP,2016,Oil,2348.7
OGE ENERGY CORP,2017,Coal,12796667.9
OGE ENERGY CORP,2017,Natural Gas,3150029.563
OGE ENERGY CORP,2017,Oil,1503.5
OGE ENERGY CORP,2018,Coal,10877902.780000001
OGE ENERGY CORP,2018,Natural Gas,3969236.705
OGE ENERGY CORP,2018,Oil,1227.3
OGE ENERGY CORP,2019,Coal,5445437.0
OGE ENERGY CORP,2019,Natural Gas,5313219.49
OGE ENERGY CORP,2019,Oil,2635.5
OGE ENERGY CORP,2020,Coal,5110432.3
OGE ENERGY CORP,2020,Natural Gas,5756253.133
OGE ENERGY CORP,2020,Oil,7782.6
OGE ENERGY CORP,2021,Coal,7384332.1
OGE ENERGY CORP,2021,Natural Gas,4023409.242
OGE ENERGY CORP,2021,Oil,2952.6
OGE ENERGY CORP,2022,Coal,4695593.72
OGE ENERGY CORP,2022,Natural Gas,4202805.4350000005
OGE ENERGY CORP,2022,Oil,4335.9
OGE ENERGY CORP,2023,Coal,2618772.56
OGE ENERGY CORP,2023,Natural Gas,5118107.277
OGE ENERGY CORP,2023,Oil,8607.1
OGLETHORPE POWER CORP,2011,Coal,8759056.68
OGLETHORPE POWER CORP,2011,Natural Gas,3537412.5
OGLETHORPE POWER CORP,2012,Coal,8657833.08
OGLETHORPE POWER CORP,2012,Natural Gas,4251982.7
OGLETHORPE POWER CORP,2013,Coal,8847449.879999999
OGLETHORPE POWER CORP,2013,Natural Gas,2603795.6
OGLETHORPE POWER CORP,2013,Oil,0.2
OGLETHORPE POWER CORP,2014,Coal,8128777.08
OGLETHORPE POWER CORP,2014,Natural Gas,2966467.6
OGLETHORPE POWER CORP,2014,Oil,5121.16
OGLETHORPE POWER CORP,2015,Coal,7140668.8
OGLETHORPE POWER CORP,2015,Natural Gas,4578691.9
OGLETHORPE POWER CORP,2015,Oil,0.12
OGLETHORPE POWER CORP,2016,Coal,7007448.8
OGLETHORPE POWER CORP,2016,Natural Gas,5951703.1
OGLETHORPE POWER CORP,2016,Oil,0.04000000000000001
OGLETHORPE POWER CORP,2017,Coal,6098342.4
OGLETHORPE POWER CORP,2017,Natural Gas,5719533.4
OGLETHORPE POWER CORP,2017,Oil,0.0
OGLETHORPE POWER CORP,2018,Coal,6625747.68
OGLETHORPE POWER CORP,2018,Natural Gas,5228236.7
OGLETHORPE POWER CORP,2018,Oil,0.0
OGLETHORPE POWER CORP,2019,Coal,5462626.96
OGLETHORPE POWER CORP,2019,Natural Gas,6183739.1
OGLETHORPE POWER CORP,2019,Oil,0.0
OGLETHORPE POWER CORP,2020,Coal,2723410.16
OGLETHORPE POWER CORP,2020,Natural Gas,6554705.8
OGLETHORPE POWER CORP,2020,Oil,0.36000000000000004
OGLETHORPE POWER CORP,2021,Coal,3738838.3600000003
OGLETHORPE POWER CORP,2021,Natural Gas,6422631.7
OGLETHORPE POWER CORP,2022,Coal,3242666.6400000006
OGLETHORPE POWER CORP,2022,Natural Gas,6799283.100000001
OGLETHORPE POWER CORP,2023,Coal,3021167.96
OGLETHORPE POWER CORP,2023,Natural Gas,6964199.7
OMAHA PUBLIC POWER DISTRICT,2011,Coal,12387191.4
OMAHA PUBLIC POWER DISTRICT,2011,Natural Gas,85347.0
OMAHA PUBLIC POWER DISTRICT,2011,Oil,609.9000000000001
OMAHA PUBLIC POWER DISTRICT,2012,Coal,12336846.8
OMAHA PUBLIC POWER DISTRICT,2012,Natural Gas,138076.8
OMAHA PUBLIC POWER DISTRICT,2012,Oil,12.100000000000001
OMAHA PUBLIC POWER DISTRICT,2013,Coal,12858734.3
OMAHA PUBLIC POWER DISTRICT,2013,Natural Gas,97718.0
OMAHA PUBLIC POWER DISTRICT,2013,Oil,19.0
OMAHA PUBLIC POWER DISTRICT,2014,Coal,11904633.11
OMAHA PUBLIC POWER DISTRICT,2014,Natural Gas,47734.1
OMAHA PUBLIC POWER DISTRICT,2014,Oil,523.0
OMAHA PUBLIC POWER DISTRICT,2015,Coal,11690972.61
OMAHA PUBLIC POWER DISTRICT,2015,Natural Gas,38269.8
OMAHA PUBLIC POWER DISTRICT,2015,Oil,282.9
OMAHA PUBLIC POWER DISTRICT,2016,Coal,10496576.2
OMAHA PUBLIC POWER DISTRICT,2016,Natural Gas,57837.5
OMAHA PUBLIC POWER DISTRICT,2016,Oil,7.6
OMAHA PUBLIC POWER DISTRICT,2017,Coal,10472830.69
OMAHA PUBLIC POWER DISTRICT,2017,Natural Gas,88817.7
OMAHA PUBLIC POWER DISTRICT,2017,Oil,5.4
OMAHA PUBLIC POWER DISTRICT,2018,Coal,10708304.68
OMAHA PUBLIC POWER DISTRICT,2018,Natural Gas,143872.3
OMAHA PUBLIC POWER DISTRICT,2018,Oil,7.7
OMAHA PUBLIC POWER DISTRICT,2019,Coal,8835205.2
OMAHA PUBLIC POWER DISTRICT,2019,Natural Gas,235213.6
OMAHA PUBLIC POWER DISTRICT,2019,Oil,723.3000000000001
OMAHA PUBLIC POWER DISTRICT,2020,Coal,9851000.4
OMAHA PUBLIC POWER DISTRICT,2020,Natural Gas,154892.3
OMAHA PUBLIC POWER DISTRICT,2020,Oil,5770.8
OMAHA PUBLIC POWER DISTRICT,2021,Coal,8582502.1
OMAHA PUBLIC POWER DISTRICT,2021,Natural Gas,224199.40000000002
OMAHA PUBLIC POWER DISTRICT,2021,Oil,7650.3
OMAHA PUBLIC POWER DISTRICT,2022,Coal,8713385.3
OMAHA PUBLIC POWER DISTRICT,2022,Natural Gas,300032.0
OMAHA PUBLIC POWER DISTRICT,2022,Oil,246.3
OMAHA PUBLIC POWER DISTRICT,2023,Coal,7345376.9
OMAHA PUBLIC POWER DISTRICT,2023,Natural Gas,363483.3
OMAHA PUBLIC POWER DISTRICT,2023,Oil,309.6
PINNACLE WEST CAPITAL CORP,2011,Coal,16087322.081
PINNACLE WEST CAPITAL CORP,2011,Natural Gas,2513915.211
PINNACLE WEST CAPITAL CORP,2011,Oil,373.74399999999997
PINNACLE WEST CAPITAL CORP,2012,Coal,16339018.61
PINNACLE WEST CAPITAL CORP,2012,Natural Gas,3108227.438
PINNACLE WEST CAPITAL CORP,2012,Oil,744.0799999999999
PINNACLE WEST CAPITAL CORP,2013,Coal,15911426.456
PINNACLE WEST CAPITAL CORP,2013,Natural Gas,2635131.241
PINNACLE WEST CAPITAL CORP,2013,Oil,237.42399999999998
PINNACLE WEST CAPITAL CORP,2014,Coal,13345531.509
PINNACLE WEST CAPITAL CORP,2014,Natural Gas,2529428.6350000002
PINNACLE WEST CAPITAL CORP,2014,Oil,443.537
PINNACLE WEST CAPITAL CORP,2015,Coal,13009868.671
PINNACLE WEST CAPITAL CORP,2015,Natural Gas,2975850.761
PINNACLE WEST CAPITAL CORP,2015,Oil,88.75
PINNACLE WEST CAPITAL CORP,2016,Coal,6648128.71
PINNACLE WEST CAPITAL CORP,2016,Natural Gas,3701959.898
PINNACLE WEST CAPITAL CORP,2016,Oil,239.341
PINNACLE WEST CAPITAL CORP,2017,Coal,8067558.472999999
PINNACLE WEST CAPITAL CORP,2017,Natural Gas,3659804.639
PINNACLE WEST CAPITAL CORP,2017,Oil,862.4369999999999
PINNACLE WEST CAPITAL CORP,2018,Coal,8871687.556
PINNACLE WEST CAPITAL CORP,2018,Natural Gas,3717033.62
PINNACLE WEST CAPITAL CORP,2018,Oil,2027.263
PINNACLE WEST CAPITAL CORP,2019,Coal,8716135.385
PINNACLE WEST CAPITAL CORP,2019,Natural Gas,4006009.88
PINNACLE WEST CAPITAL CORP,2019,Oil,1873.619
PINNACLE WEST CAPITAL CORP,2020,Coal,8490550.189
PINNACLE WEST CAPITAL CORP,2020,Natural Gas,4679319.945
PINNACLE WEST CAPITAL CORP,2020,Oil,2766.2309999999998
PINNACLE WEST CAPITAL CORP,2021,Coal,7175936.811
PINNACLE WEST CAPITAL CORP,2021,Natural Gas,4153554.625
PINNACLE WEST CAPITAL CORP,2021,Oil,1169.086
PINNACLE WEST CAPITAL CORP,2022,Coal,8814765.67
PINNACLE WEST CAPITAL CORP,2022,Natural Gas,3784991.871
PINNACLE WEST CAPITAL CORP,2022,Oil,710.213
PINNACLE WEST CAPITAL CORP,2023,Coal,6549484.74
PINNACLE WEST CAPITAL CORP,2023,Natural Gas,3930983.758
PINNACLE WEST CAPITAL CORP,2023,Oil,448.2939999999999
PPL CORP,2011,Coal,33248160.700000003
PPL CORP,2011,Natural Gas,269760.9
PPL CORP,2011,Oil,64398.4
PPL CORP,2012,Coal,31352583.7
PPL CORP,2012,Natural Gas,642497.0
PPL CORP,2012,Oil,157408.0
PPL CORP,2013,Coal,33161282.9
PPL CORP,2013,Natural Gas,271049.3
PPL CORP,2013,Oil,75908.2
PPL CORP,2014,Coal,32519269.9
PPL CORP,2014,Natural Gas,1010278.1000000001
PPL CORP,2014,Oil,79.5
PPL CORP,2015,Coal,28944546.8
PPL CORP,2015,Natural Gas,2180585.8
PPL CORP,2015,Oil,1965.9
PPL CORP,2016,Coal,27609275.0
PPL CORP,2016,Natural Gas,2668166.3
PPL CORP,2016,Oil,31743.600000000002
PPL CORP,2017,Coal,27968571.4
PPL CORP,2017,Natural Gas,1973321.5
PPL CORP,2017,Oil,7715.5
PPL CORP,2018,Coal,28272999.2
PPL CORP,2018,Natural Gas,2748943.4
PPL CORP,2018,Oil,25.4
PPL CORP,2019,Coal,25478764.8
PPL CORP,2019,Natural Gas,2767584.4
PPL CORP,2019,Oil,8.2
PPL CORP,2020,Coal,24520765.3
PPL CORP,2020,Natural Gas,2188670.9
PPL CORP,2020,Oil,4.4
PPL CORP,2021,Coal,25677976.1
PPL CORP,2021,Natural Gas,2427217.6
PPL CORP,2021,Oil,7.3
PPL CORP,2022,Coal,25365099.0
PPL CORP,2022,Natural Gas,3181591.1
PPL CORP,2022,Oil,9.899999999999999
PPL CORP,2023,Coal,24455360.6
PPL CORP,2023,Natural Gas,2116952.4
PPL CORP,2023,Oil,1.6
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2011,Natural Gas,16452.9
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2011,Oil,25.4
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2012,Coal,4605381.9
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2012,Natural Gas,16635.3
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2013,Coal,8162528.8
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2013,Natural Gas,4984.2
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2014,Coal,8891200.6
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2014,Natural Gas,2958.5
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2015,Coal,10494114.1
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2015,Natural Gas,947.2
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2016,Coal,10403546.1
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2016,Natural Gas,1159.7
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2017,Coal,10933106.3
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2017,Natural Gas,675.8
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2018,Coal,12000790.3
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2018,Natural Gas,1455.3
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2019,Coal,12573293.8
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2019,Natural Gas,204.9
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2020,Coal,11782980.899999999
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2020,Natural Gas,2510.3
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2021,Coal,12330277.0
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2021,Natural Gas,886.6
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2022,Coal,10836733.2
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2022,Natural Gas,1189.8
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2023,Coal,11280177.100000001
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,2023,Natural Gas,248.9
PUGET HOLDINGS LLC,2011,Coal,4519226.818899998
PUGET HOLDINGS LLC,2011,Natural Gas,707044.1
PUGET HOLDINGS LLC,2012,Coal,4326840.912899999
PUGET HOLDINGS LLC,2012,Natural Gas,954349.2999999999
PUGET HOLDINGS LLC,2012,Oil,5398.7
PUGET HOLDINGS LLC,2013,Coal,4385507.047599998
PUGET HOLDINGS LLC,2013,Natural Gas,2037001.3
PUGET HOLDINGS LLC,2014,Coal,4779156.546899999
PUGET HOLDINGS LLC,2014,Natural Gas,1594926.0
PUGET HOLDINGS LLC,2015,Coal,5120855.081499998
PUGET HOLDINGS LLC,2015,Natural Gas,2182549.5
PUGET HOLDINGS LLC,2016,Coal,4612878.310999999
PUGET HOLDINGS LLC,2016,Natural Gas,1631222.6
PUGET HOLDINGS LLC,2017,Coal,4465800.067199999
PUGET HOLDINGS LLC,2017,Natural Gas,1441734.8
PUGET HOLDINGS LLC,2018,Coal,4267372.026299998
PUGET HOLDINGS LLC,2018,Natural Gas,1603600.3
PUGET HOLDINGS LLC,2019,Coal,4576261.480599998
PUGET HOLDINGS LLC,2019,Natural Gas,2538249.6
PUGET HOLDINGS LLC,2020,Coal,2672682.6538999993
PUGET HOLDINGS LLC,2020,Natural Gas,2487554.3
PUGET HOLDINGS LLC,2021,Coal,3215309.895399999
PUGET HOLDINGS LLC,2021,Natural Gas,2866174.6
PUGET HOLDINGS LLC,2022,Coal,3441092.612499999
PUGET HOLDINGS LLC,2022,Natural Gas,2327747.0999999996
PUGET HOLDINGS LLC,2023,Coal,3514060.4119999986
PUGET HOLDINGS LLC,2023,Natural Gas,3794208.2
REMC ASSETS LP,2011,Coal,8884760.5
REMC ASSETS LP,2011,Natural Gas,1025.9
REMC ASSETS LP,2011,Oil,436.3
