facility_id,facility_name,state,city,county,zip,lat,lon,year,subparts,co2e_tons,parent_name,ownership_share,attributed_co2e
1000964,Chesterfield Power Station,VA,CHESTER,Chesterfield,23826,37.3822,-77.3833,2011,"C,D",6136220.698,DOMINION ENERGY INC,1.0,6136220.698
1000696,Chevron Cogenerating Station,MS,PASCAGOULA,Jackson,39568,30.34,-88.492,2011,"C,D",861629.728,THE SOUTHERN CO,1.0,861629.728
1000171,Choctaw County Gen,MS,FRENCH CAMP,Choctaw,39745,33.2881,-89.4201,2011,"C,D",196266.824,ENTERGY CORP,1.0,196266.824
1001421,Cholla,AZ,JOSEPH CITY,Navajo,86032,34.9394,-110.3033,2011,D,7869918.05,PINNACLE WEST CAPITAL CORP,1.0,7869918.05
1001142,Chouteau Power Plant,OK,PRYOR,Mayes,74362,36.2206,-95.2756,2011,"C,D",782963.896,ASSOCIATED ELECTRIC COOPERATIVE INC,1.0,782963.896
1000150,Chuck Lenzie Generating Station,NV,APEX,Clark,89124,36.3853,-114.9228,2011,"C,D",2397261.06453,BERKSHIRE HATHAWAY INC,1.0,2397261.06453
1000726,Clark,NV,LAS VEGAS,Clark,89122,36.0875,-115.0507,2011,"C,D",159977.50604,BERKSHIRE HATHAWAY INC,1.0,159977.50604
1000565,Cleveland County Generating Facility,NC,Grover,Cleveland,28073,35.1706,-81.4161,2011,"C,D",,THE SOUTHERN CO,1.0,
1000832,Cliffside,NC,CLIFFSIDE,Cleveland,28024,35.22,-81.7594,2011,"C,D",2327522.234,DUKE ENERGY CORP,1.0,2327522.234
1001531,Clifty Creek,IN,MADISON,Jefferson,47250,38.7383,-85.4192,2011,"C,D",7279634.594,AMERICAN ELECTRIC POWER CO INC,1.0,7279634.594
1007359,Clinch River,VA,CLEVELAND,Russell,24225,36.9333,-82.1997,2011,"C,D",1323028.052,AMERICAN ELECTRIC POWER CO INC,1.0,1323028.052
1001093,Clover Power Station,VA,CLOVER,Halifax,24534,36.8692,-78.7046,2011,D,5274014.96,DOMINION ENERGY INC,0.5,2637007.48
1007429,Coal Creek,ND,UNDERWOOD,Mclean,58576,47.3761,-101.1567,2011,"C,D",8953957.29,REMC ASSETS LP,1.0,8953957.29
1007829,Colbert,AL,TUSCUMBIA,Colbert,35674,34.7439,-87.8486,2011,"C,D",4745824.006,US GOVERNMENT,1.0,4745824.006
1001038,Coleto Creek,TX,FANNIN,Goliad,77960,28.7128,-97.2142,2011,D,3901237.03,Vistra Corp,1.0,3901237.03
